The outcome data of Yangi Marg`ilon, UZ: Lat & Lon --> 40.4272,71.7189 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 6.89 & 6.89 & 6.89 Humidity: 52 Clouds: 56 Wind Speed: 1.32
The outcome data of Yarmouth, US: Lat & Lon --> 41.7057,-70.2286 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 11.68 & 13.43 & 10.54 Humidity: 86 Clouds: 90 Wind Speed: 3.13
The outcome data of Viedma, AR: Lat & Lon --> -40.8135,-62.9967 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 16.75 & 16.75 & 16.75 Humidity: 81 Clouds: 100 Wind Speed: 4.57
The outcome data of Ampanihy, MG: Lat & Lon --> -24.7,44.75 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.09 & 20.09 & 20.09 Humidity: 97 Clouds: 36 Wind Speed: 0.88
The outcome data of Hermanus, ZA: Lat & Lon --> -34.4187,19.2345 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 13.78 & 17.17 & 13.78 Humidity: 84 Clouds: 82 Wind Speed: 1.92
The outcome data of Kagal'nitskaya, RU: Lat & Lon --> 46.8806,40.1466 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 0.25 & 7.58 & 0.25 Humidity: 75 Clouds: 23 Wind Speed: 3
The outcome data of Mattru, SL: Lat & Lon --> 7.6244,-11.8332 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.27 & 24.27 & 24.27 Humidity: 93 Clouds: 83 Wind Speed: 0.89
The outcome data of Pisco, PE: Lat & Lon --> -13.7,-76.2167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.03 & 20.03 & 20.01 Humidity: 73 Clouds: 0 Wind Speed: 7.72
The outcome data of Lagoa, PT: Lat & Lon --> 39.05,-27.9833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.15 & 17.15 & 17.15 Humidity: 67 Clouds: 100 Wind Speed: 8.8
The outcome data of Bouza, NE: Lat & Lon --> 14.4229,6.0428 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.97 & 26.97 & 26.97 Humidity: 16 Clouds: 19 Wind Speed: 1.08
The outcome data of Lavrentiya, RU: Lat & Lon --> 65.5833,-171 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -9.91 & -9.91 & -9.91 Humidity: 95 Clouds: 63 Wind Speed: 2.11
The outcome data of Cape Town, ZA: Lat & Lon --> -33.9258,18.4232 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.86 & 18.38 & 16.86 Humidity: 76 Clouds: 0 Wind Speed: 1.34
The outcome data of Pevek, RU: Lat & Lon --> 69.7008,170.3133 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -14.23 & -14.23 & -14.23 Humidity: 93 Clouds: 100 Wind Speed: 1.4
The outcome data of Kruisfontein, ZA: Lat & Lon --> -34.0033,24.7314 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 16.05 & 16.05 & 16.05 Humidity: 87 Clouds: 42 Wind Speed: 5.46
The outcome data of Dve Mogili, BG: Lat & Lon --> 43.6,25.8667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 3.01 & 3.01 & 3.01 Humidity: 84 Clouds: 86 Wind Speed: 1.43
The outcome data of Muzhi, RU: Lat & Lon --> 65.3667,64.6667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -11.94 & -11.94 & -11.94 Humidity: 82 Clouds: 5 Wind Speed: 3.81
The outcome data of Yeppoon, AU: Lat & Lon --> -23.1333,150.7333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.88 & 23.88 & 23.88 Humidity: 47 Clouds: 0 Wind Speed: 3.05
The outcome data of Severo-Kuril'sk, RU: Lat & Lon --> 50.6789,156.125 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 3.66 & 3.66 & 3.66 Humidity: 80 Clouds: 46 Wind Speed: 8.76
The outcome data of Zhigansk, RU: Lat & Lon --> 66.7697,123.3711 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -32.92 & -32.92 & -32.92 Humidity: 99 Clouds: 51 Wind Speed: 1.14
The outcome data of Kamenka, RU: Lat & Lon --> 51.3223,42.7678 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 3.19 & 3.19 & 3.19 Humidity: 78 Clouds: 94 Wind Speed: 3.34
The outcome data of Boende, CD: Lat & Lon --> -0.2167,20.8667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.52 & 20.52 & 20.52 Humidity: 99 Clouds: 100 Wind Speed: 0.92
The outcome data of Samarai, PG: Lat & Lon --> -10.6167,150.6667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 28.29 & 28.29 & 28.29 Humidity: 76 Clouds: 97 Wind Speed: 2.08
The outcome data of Corrales, US: Lat & Lon --> 35.2378,-106.6067 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.39 & 22.3 & 17.67 Humidity: 24 Clouds: 1 Wind Speed: 0.45
The outcome data of Liaocheng, CN: Lat & Lon --> 36.4439,115.9647 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 7.22 & 7.22 & 7.22 Humidity: 58 Clouds: 0 Wind Speed: 0.69
The outcome data of George Town, MY: Lat & Lon --> 5.4112,100.3354 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.23 & 24.97 & 23.97 Humidity: 94 Clouds: 20 Wind Speed: 0
The outcome data of Markova, UA: Lat & Lon --> 48.6758,24.4138 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 4.51 & 4.51 & 4.51 Humidity: 59 Clouds: 90 Wind Speed: 1.24
The outcome data of Port Elizabeth, ZA: Lat & Lon --> -33.918,25.5701 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.16 & 17.28 & 17.16 Humidity: 82 Clouds: 20 Wind Speed: 4.12
The outcome data of Butaritari, KI: Lat & Lon --> 3.0707,172.7902 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.74 & 27.74 & 27.74 Humidity: 76 Clouds: 40 Wind Speed: 6.64
The outcome data of Rawson, AR: Lat & Lon --> -43.3002,-65.1023 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 14.16 & 14.16 & 14.16 Humidity: 88 Clouds: 100 Wind Speed: 3.09
The outcome data of Taoudenni, ML: Lat & Lon --> 22.6783,-3.9836 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.82 & 25.82 & 25.82 Humidity: 15 Clouds: 7 Wind Speed: 3.45
The outcome data of Yulara, AU: Lat & Lon --> -25.2406,130.9889 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 16.91 & 16.91 & 16.91 Humidity: 36 Clouds: 0 Wind Speed: 5.66
The outcome data of Labuhan, ID: Lat & Lon --> -6.8844,112.2051 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.58 & 25.58 & 25.58 Humidity: 88 Clouds: 100 Wind Speed: 2.99
The outcome data of Hualmay, PE: Lat & Lon --> -11.0964,-77.6139 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19.22 & 19.22 & 19.22 Humidity: 77 Clouds: 29 Wind Speed: 4.32
The outcome data of Mar del Plata, AR: Lat & Lon --> -38.0023,-57.5575 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 18.64 & 18.94 & 17.01 Humidity: 87 Clouds: 0 Wind Speed: 3.58
The outcome data of Nanortalik, GL: Lat & Lon --> 60.1432,-45.2371 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -5.86 & -5.86 & -5.86 Humidity: 69 Clouds: 2 Wind Speed: 12.42
The outcome data of Cuauhtémoc, MX: Lat & Lon --> 28.4167,-106.8667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.18 & 23.18 & 23.18 Humidity: 19 Clouds: 0 Wind Speed: 2.62
The outcome data of Nome, US: Lat & Lon --> 64.5011,-165.4064 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -6.97 & -6.96 & -9.94 Humidity: 80 Clouds: 90 Wind Speed: 0
The outcome data of Okhotsk, RU: Lat & Lon --> 59.3833,143.3 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -0.12 & -0.12 & -0.12 Humidity: 95 Clouds: 100 Wind Speed: 3.69
The outcome data of Mitsamiouli, KM: Lat & Lon --> -11.3847,43.2844 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.57 & 26.57 & 26.57 Humidity: 75 Clouds: 65 Wind Speed: 4.98
The outcome data of Mosta, MT: Lat & Lon --> 35.9092,14.4256 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 13.99 & 13.99 & 13.99 Humidity: 88 Clouds: 0 Wind Speed: 0.51
The outcome data of Helena, US: Lat & Lon --> 46.5927,-112.0361 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 10.38 & 11.81 & 7.96 Humidity: 38 Clouds: 1 Wind Speed: 4.92
The outcome data of Kibala, TD: Lat & Lon --> 9.1104,18.3463 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.97 & 24.97 & 24.97 Humidity: 73 Clouds: 0 Wind Speed: 0
The outcome data of Oddur, SO: Lat & Lon --> 4.1213,43.8894 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 22.18 & 22.18 & 22.18 Humidity: 87 Clouds: 58 Wind Speed: 7.17
The outcome data of Aklavik, CA: Lat & Lon --> 68.2191,-135.0107 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -10 & -7.6 & -10 Humidity: 92 Clouds: 75 Wind Speed: 4.12
The outcome data of Arrondissement de Saint-Denis, FR: Lat & Lon --> 48.9167,2.3333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 10.03 & 10.64 & 9.1 Humidity: 92 Clouds: 90 Wind Speed: 0.45
The outcome data of Hasaki, JP: Lat & Lon --> 35.7333,140.8333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.22 & 9.22 & 7.16 Humidity: 58 Clouds: 100 Wind Speed: 7.64
The outcome data of Saskylakh, RU: Lat & Lon --> 71.9167,114.0833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -27.17 & -27.17 & -27.17 Humidity: 90 Clouds: 8 Wind Speed: 3.31
The outcome data of Requena, ES: Lat & Lon --> 39.4883,-1.1004 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.65 & 10.95 & 8.05 Humidity: 82 Clouds: 96 Wind Speed: 0.86
The outcome data of Miguel Hidalgo, MX: Lat & Lon --> 19.4225,-99.2028 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 18.38 & 19.54 & 17.96 Humidity: 33 Clouds: 40 Wind Speed: 0.89
The outcome data of Thompson, CA: Lat & Lon --> 55.7435,-97.8558 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -3.91 & -3.91 & -3.91 Humidity: 86 Clouds: 90 Wind Speed: 1.54
The outcome data of Kulachi, PK: Lat & Lon --> 31.9286,70.4592 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.65 & 17.65 & 17.65 Humidity: 19 Clouds: 0 Wind Speed: 0.77
The outcome data of Oodweyne, SO: Lat & Lon --> 9.4092,45.064 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 21.11 & 21.11 & 21.11 Humidity: 23 Clouds: 1 Wind Speed: 4.75
The outcome data of Mayo, US: Lat & Lon --> 38.8876,-76.5119 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 7.83 & 9.6 & 5.84 Humidity: 52 Clouds: 1 Wind Speed: 3.58
The outcome data of Moree, AU: Lat & Lon --> -29.4667,149.85 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 18.01 & 18.01 & 18.01 Humidity: 39 Clouds: 0 Wind Speed: 3.09
The outcome data of Norman Wells, CA: Lat & Lon --> 65.282,-126.8329 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -8.98 & -8.98 & -8.98 Humidity: 79 Clouds: 75 Wind Speed: 5.66
The outcome data of Xining, CN: Lat & Lon --> 36.6167,101.7667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -3.14 & -3.14 & -3.14 Humidity: 61 Clouds: 30 Wind Speed: 1.26
The outcome data of Touho, NC: Lat & Lon --> -20.7833,165.2333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.59 & 26.59 & 26.59 Humidity: 74 Clouds: 24 Wind Speed: 3.3
The outcome data of Baghlan, AF: Lat & Lon --> 36.1307,68.7083 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 6.91 & 6.91 & 6.91 Humidity: 78 Clouds: 0 Wind Speed: 0.98
The outcome data of Saýat, TM: Lat & Lon --> 38.7839,63.8803 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 4.93 & 4.93 & 4.93 Humidity: 44 Clouds: 98 Wind Speed: 2.09
The outcome data of Barrow, US: Lat & Lon --> 71.2906,-156.7887 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -8.99 & -8.99 & -8.99 Humidity: 73 Clouds: 90 Wind Speed: 6.17
The outcome data of Vila Franca do Campo, PT: Lat & Lon --> 37.7167,-25.4333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19 & 19 & 17.23 Humidity: 88 Clouds: 98 Wind Speed: 7
The outcome data of Puerto Limón, CR: Lat & Lon --> 10,-83.0333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 29.94 & 29.94 & 29.94 Humidity: 62 Clouds: 0 Wind Speed: 3.6
The outcome data of Inhambane, MZ: Lat & Lon --> -23.865,35.3833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.32 & 23.32 & 23.32 Humidity: 85 Clouds: 34 Wind Speed: 5.45
The outcome data of Dingli, MT: Lat & Lon --> 35.8614,14.3822 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 13.09 & 13.09 & 13.09 Humidity: 88 Clouds: 0 Wind Speed: 0.51
The outcome data of Sikasso, ML: Lat & Lon --> 10.9167,-7 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.59 & 25.59 & 25.59 Humidity: 24 Clouds: 30 Wind Speed: 0.63
The outcome data of Eureka, US: Lat & Lon --> 40.8021,-124.1637 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 18.17 & 21.18 & 14.76 Humidity: 78 Clouds: 52 Wind Speed: 1.34
The outcome data of San Policarpo, PH: Lat & Lon --> 12.1791,125.5072 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.53 & 27.53 & 27.53 Humidity: 84 Clouds: 83 Wind Speed: 4.06
The outcome data of Codrington, AU: Lat & Lon --> -38.2667,141.9667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 10.17 & 10.17 & 10.17 Humidity: 81 Clouds: 88 Wind Speed: 8.66
The outcome data of Berlevåg, NO: Lat & Lon --> 70.8578,29.0864 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -0.27 & -0.27 & -0.27 Humidity: 70 Clouds: 100 Wind Speed: 5.76
The outcome data of Beringovskiy, RU: Lat & Lon --> 63.05,179.3167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -4.94 & -4.94 & -4.94 Humidity: 94 Clouds: 99 Wind Speed: 1.4
The outcome data of Cap Malheureux, MU: Lat & Lon --> -19.9842,57.6142 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.7 & 24.7 & 24.27 Humidity: 72 Clouds: 32 Wind Speed: 3.13
The outcome data of Dumas, US: Lat & Lon --> 35.8656,-101.9732 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19.68 & 22.28 & 19.08 Humidity: 19 Clouds: 1 Wind Speed: 3.09
The outcome data of Port Lincoln, AU: Lat & Lon --> -34.7333,135.8667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.48 & 12.48 & 12.48 Humidity: 62 Clouds: 60 Wind Speed: 9.85
The outcome data of Barra do Garças, BR: Lat & Lon --> -15.89,-52.2567 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.88 & 23.88 & 23.88 Humidity: 82 Clouds: 100 Wind Speed: 1.63
The outcome data of Nauta, PE: Lat & Lon --> -4.5061,-73.5757 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 27.43 & 27.43 & 27.43 Humidity: 81 Clouds: 92 Wind Speed: 0.58
The outcome data of Cherskiy, RU: Lat & Lon --> 68.75,161.3 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -8.51 & -8.51 & -8.51 Humidity: 95 Clouds: 100 Wind Speed: 2.15
The outcome data of Altay, CN: Lat & Lon --> 47.8667,88.1167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -0.84 & -0.84 & -0.84 Humidity: 85 Clouds: 99 Wind Speed: 1.67
The outcome data of Kilindoni, TZ: Lat & Lon --> -7.9139,39.6668 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.87 & 26.87 & 26.87 Humidity: 74 Clouds: 97 Wind Speed: 5.48
The outcome data of Ulaangom, MN: Lat & Lon --> 49.9811,92.0667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -8.67 & -8.67 & -8.67 Humidity: 81 Clouds: 46 Wind Speed: 1.53
The outcome data of Tiznit Province, MA: Lat & Lon --> 29.5833,-9.5 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.64 & 12.64 & 12.64 Humidity: 83 Clouds: 0 Wind Speed: 0.34
The outcome data of Bethel, US: Lat & Lon --> 41.3712,-73.414 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 5.78 & 7.51 & 4.27 Humidity: 84 Clouds: 75 Wind Speed: 1.34
The outcome data of Umm Kaddadah, SD: Lat & Lon --> 13.6017,26.6876 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.77 & 25.77 & 25.77 Humidity: 16 Clouds: 1 Wind Speed: 6.7
The outcome data of Verkhoshizhem'ye, RU: Lat & Lon --> 58.011,49.1038 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -4.58 & -4.58 & -4.58 Humidity: 90 Clouds: 88 Wind Speed: 4.07
The outcome data of Mangalore, IN: Lat & Lon --> 12.8667,74.8833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 25.48 & 25.48 & 25.48 Humidity: 88 Clouds: 75 Wind Speed: 1.54
The outcome data of Naryan-Mar, RU: Lat & Lon --> 67.6713,53.087 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -5.56 & -5.56 & -5.56 Humidity: 94 Clouds: 100 Wind Speed: 3.66
The outcome data of Narsaq, GL: Lat & Lon --> 60.9167,-46.05 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -7.88 & -7.88 & -7.88 Humidity: 80 Clouds: 1 Wind Speed: 0.9
The outcome data of Plouzané, FR: Lat & Lon --> 48.3833,-4.6167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 11.52 & 12.03 & 11.05 Humidity: 82 Clouds: 90 Wind Speed: 1.54
The outcome data of Nishihara, JP: Lat & Lon --> 26.1842,127.7558 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19.6 & 19.6 & 18.71 Humidity: 88 Clouds: 75 Wind Speed: 7.72
The outcome data of Saldanha, ZA: Lat & Lon --> -33.0117,17.9442 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 16.97 & 16.97 & 16.97 Humidity: 85 Clouds: 80 Wind Speed: 7.57
The outcome data of Bengkulu, ID: Lat & Lon --> -3.8004,102.2655 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.35 & 24.35 & 24.35 Humidity: 89 Clouds: 100 Wind Speed: 1.94
The outcome data of Diego de Almagro, CL: Lat & Lon --> -26.3667,-70.05 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.27 & 24.27 & 24.27 Humidity: 22 Clouds: 0 Wind Speed: 4.12
The outcome data of Christchurch, NZ: Lat & Lon --> -43.5333,172.6333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 15.57 & 16.68 & 13.6 Humidity: 76 Clouds: 75 Wind Speed: 2.06
The outcome data of New Norfolk, AU: Lat & Lon --> -42.7826,147.0587 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.93 & 11.62 & 8.84 Humidity: 67 Clouds: 100 Wind Speed: 3.13
The outcome data of Tambo, PE: Lat & Lon --> -14.8,-73.9167 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 6.57 & 6.57 & 6.57 Humidity: 37 Clouds: 91 Wind Speed: 5.73
The outcome data of Soe, ID: Lat & Lon --> -9.8607,124.284 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.71 & 20.71 & 20.71 Humidity: 90 Clouds: 98 Wind Speed: 0.63
The outcome data of Bereda, ES: Lat & Lon --> 43.2686,-7.5406 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 7.52 & 10.51 & 5.86 Humidity: 99 Clouds: 60 Wind Speed: 1.48
The outcome data of Sambava, MG: Lat & Lon --> -14.2667,50.1667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 24.01 & 24.01 & 24.01 Humidity: 85 Clouds: 65 Wind Speed: 1.96
The outcome data of Kholtoson, RU: Lat & Lon --> 50.2981,103.3097 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -5.4 & -5.4 & -5.4 Humidity: 69 Clouds: 84 Wind Speed: 0.96
The outcome data of São Filipe, CV: Lat & Lon --> 14.8961,-24.4956 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.84 & 23.84 & 23.84 Humidity: 76 Clouds: 47 Wind Speed: 5.09
The outcome data of Khovd, MN: Lat & Lon --> 48.0056,91.6419 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -2.51 & -2.51 & -2.51 Humidity: 52 Clouds: 50 Wind Speed: 3.42
The outcome data of Puerto Ayacucho, VE: Lat & Lon --> 5.6639,-67.6236 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.98 & 26.98 & 26.98 Humidity: 81 Clouds: 86 Wind Speed: 1.46
The outcome data of Khatanga, RU: Lat & Lon --> 71.9667,102.5 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -22.2 & -22.2 & -22.2 Humidity: 88 Clouds: 100 Wind Speed: 3.52
The outcome data of Hikari, JP: Lat & Lon --> 33.955,131.95 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.13 & 15.01 & 8.99 Humidity: 80 Clouds: 97 Wind Speed: 2.13
The outcome data of Ponta do Sol, PT: Lat & Lon --> 32.6667,-17.1 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 18.85 & 20.35 & 18.4 Humidity: 72 Clouds: 54 Wind Speed: 1.46
The outcome data of Charters Towers, AU: Lat & Lon --> -20.1,146.2667 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.3 & 23.3 & 23.3 Humidity: 24 Clouds: 76 Wind Speed: 5.72
The outcome data of Cumaru, BR: Lat & Lon --> -8.0061,-35.6972 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.56 & 23.56 & 23.56 Humidity: 75 Clouds: 7 Wind Speed: 6.08
The outcome data of Rio Grande, BR: Lat & Lon --> -32.035,-52.0986 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 19.17 & 19.17 & 19.17 Humidity: 70 Clouds: 31 Wind Speed: 9.98
The outcome data of Starkville, US: Lat & Lon --> 33.4504,-88.8184 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.91 & 10.81 & 8.2 Humidity: 50 Clouds: 1 Wind Speed: 0
The outcome data of Doha, QA: Lat & Lon --> 25.2867,51.5333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 23.97 & 23.99 & 22.17 Humidity: 55 Clouds: 0 Wind Speed: 4.63
The outcome data of Edgewater, US: Lat & Lon --> 28.9889,-80.9023 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.29 & 22.38 & 18.94 Humidity: 88 Clouds: 75 Wind Speed: 2.57
The outcome data of Iqaluit, CA: Lat & Lon --> 63.7506,-68.5145 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -20.17 & -20.15 & -20.17 Humidity: 76 Clouds: 20 Wind Speed: 10.28
The outcome data of Nouadhibou, MR: Lat & Lon --> 20.931,-17.0347 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 20.99 & 20.99 & 20.99 Humidity: 73 Clouds: 0 Wind Speed: 3.6
The outcome data of Dunedin, NZ: Lat & Lon --> -45.8742,170.5036 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.67 & 12.67 & 12.67 Humidity: 66 Clouds: 100 Wind Speed: 1.34
The outcome data of Yar-Sale, RU: Lat & Lon --> 66.8333,70.8333 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -15.49 & -15.49 & -15.49 Humidity: 86 Clouds: 34 Wind Speed: 2.59
The outcome data of St. George's, GD: Lat & Lon --> 12.0564,-61.7485 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 26.82 & 26.82 & 26.82 Humidity: 78 Clouds: 20 Wind Speed: 4.63
The outcome data of San Patricio, US: Lat & Lon --> 28.017,-97.5169 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 21.34 & 24.23 & 18.91 Humidity: 24 Clouds: 0 Wind Speed: 2.95
The outcome data of Talnakh, RU: Lat & Lon --> 69.4865,88.3972 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: -12.59 & -12.59 & -12.59 Humidity: 91 Clouds: 100 Wind Speed: 5.62
The outcome data of Whyalla, AU: Lat & Lon --> -33.0333,137.5833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 12.94 & 12.94 & 12.94 Humidity: 76 Clouds: 40 Wind Speed: 6.69
The outcome data of Alice Springs, AU: Lat & Lon --> -23.7,133.8833 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 17.75 & 17.75 & 17.75 Humidity: 55 Clouds: 3 Wind Speed: 0
The outcome data of Puertollano, ES: Lat & Lon --> 38.6871,-4.1073 Weather Date --> 11/13/21 Weather --> Temperature, Max Temp and Min Temp: 9.58 & 10.09 & 8.31 Humidity: 63 Clouds: 41 Wind Speed: 1.15
